-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
-1.61537,4.98782
